Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Norwood M.J., Louchouarn P., Kuo L.-J., Harvey O.R.","55597465200;57203303374;44161198700;24073079000;","Characterization and biodegradation of water-soluble biomarkers and organic carbon extracted from low temperature chars",2013,"Organic Geochemistry","56",,,"111","119",,53,"10.1016/j.orggeochem.2012.12.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873887751&doi=10.1016%2fj.orggeochem.2012.12.008&partnerID=40&md5=b9f52b3d1cb2a8717d220d8901df9485","This study demonstrates that wildfires/biomass combustion may be an important source of labile pyrogenic water-soluble organic matter (Py-WSOM) in aquatic systems. Spectroscopic analysis (solid char and Py-WSOM) with Fourier transform infrared spectroscopy (FTIR) indicated that the Py-WSOM extracted from two low temperature chars (one wood, one grass) was dominated by polar moieties (-OH and C-O) derived from depolymerization and fragmentation of lignocellulose. Incubation experiments under aerobic conditions with unsterilized river water suggested that Py-WSOM and associated biomarkers may have a turnover rate of the order of weeks to months, consistent with mixing and transport conditions of riverine systems. For example, pyrogenic dissolved organic carbon (Py-DOC) had a half-life of 30-40. days. Turnover rate for the combustion biomarkers was shorter, with levoglucosan and free lignin phenols having a half life around 3-4. days and polymeric lignin components 13-14. days. The latter observations contradict earlier studies of the biodegradation of dissolved lignin and point to the need for re-assessment of lignin degradation kinetics in well-mixed riverine systems, particularly when such lignin components are derived from thermally altered plant material that may exist in a form more labile than that in highly processed riverine DOM. © 2013 Elsevier Ltd.",,"Aerobic condition; Aquatic system; Dissolved lignin; Dissolved organic carbon; Half lives; Levoglucosan; Lignin components; Lignin degradation; Lignin phenols; Low temperatures; Plant material; Polar moieties; River water; Riverine systems; Solid chars; Turnover rate; Water-soluble organic matter; Combustion; Degradation; Fourier transform infrared spectroscopy; Lignin; Microbiology; Phenols; Spectroscopic analysis; Temperature; Biodegradation; biodegradation; biomarker; charcoal; combustion; dissolved organic carbon; FTIR spectroscopy; lignin; low temperature; phenol; polymerization; wildfire","National Science Foundation, NSF: OCE-0959631

Welch Foundation: BD-0046","We thank S. Walker for technical assistance with DOC measurements and A. Myers-Pigg for comments on earlier versions of the manuscript. The research was funded in part by the Welch Foundation (Grant BD-0046) and the National Science Foundation – Major Instrumentation Program (Grant OCE-0959631). This manuscript benefited from the constructive reviews of two anonymous reviewers.",Article,"Final",,Scopus,2-s2.0-84873887751
"Kuo L.-J., Louchouarn P., Herbert B.E.","44161198700;57203303374;7007123830;","Influence of combustion conditions on yields of solvent-extractable anhydrosugars and lignin phenols in chars: Implications for characterizations of biomass combustion residues",2011,"Chemosphere","85","5",,"797","805",,52,"10.1016/j.chemosphere.2011.06.074","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053411462&doi=10.1016%2fj.chemosphere.2011.06.074&partnerID=40&md5=4213b141a05860adf76ff69887a2d6cb","Anhydrosugars, such as levoglucosan and its isomers (mannosan, galactosan), as well as the solvent-extractable lignin phenols (methoxylated phenols) are thermal degradation products of cellulose/hemicellulose and lignin, respectively. These two groups of biomarkers are often used as unique tracers of combusted biomass inputs in diverse environmental media. However, detailed characterization of the relative proportion and signatures of these compounds in highly heterogeneous plant-derived chars are still scarce. Here we conducted a systematic study to investigate the yields of solvent-extractable anhydrosugars and lignin phenols in 25 lab-made chars produced from different plant materials under different combustion conditions. Solvent-extractable anhydrosugars and lignin phenols were only observed in chars formed below 350 °C and yields were variable across different combustion temperatures. The yields of mannosan (M) and galactosan (G) decreased more rapidly than those of levoglucosan (L) under increasing combustion severity (temperature and duration), resulting in variable L/M and L/(M. +. G) ratios, two diagnostic ratios often used for identification of combustion sources (e.g. hardwoods vs. softwoods vs. grasses). Our observations thus may provide an explanation for the wide ranges of values reported in the literature for these two ratios. On the other hand, the results of this study suggest that the ratios of the major solvent-extractable lignin phenols (vanillyls (V), syringyls (S), cinnamyls (C)) provide additional source reconstruction potential despite observed variations with combustion temperature. We thus propose using a property-property plot (L/M vs. S/V) as an improved means for source characterization of biomass combustion residues. The L/M-S/V plot has shown to be effective in environmental samples (soil organic matter, atmospheric aerosols) receiving substantial inputs of biomass combustion residues. © 2011 Elsevier Ltd.","Anhydrosugars; Biomass combustion; Black carbon; Lignin phenols; Plant-derived chars","Anhydrosugars; Biomass combustion; Black carbon; Combustion condition; Combustion sources; Combustion temperatures; Diagnostic ratios; Environmental media; Environmental sample; Galactosan; Levoglucosan; Plant material; Plant-derived chars; Soil organic matters; Source characterization; Source reconstruction; Systematic study; Thermal degradations; Atmospheric aerosols; Biomass; Characterization; Degradation; Isomers; Lignin; Phenols; Solvents; Combustion; charcoal; galactosan; levoglucosan; lignin; mannosan; phenol; sugar; unclassified drug; aerosol; biomarker; biomass; black carbon; cellulose; charcoal; combustion; grass; lignin; literature review; phenol; reconstruction; soil organic matter; solvent; tracer; article; biomass; combustion; grass; temperature sensitivity; wood; Biomass; Carbohydrates; Heating; Lignin; Phenols; Plants; Solvents; Poaceae","Division of Ocean Sciences, OCE

0959631","We thank the support of Dr. T. Wade and the technical assistances from D. Aguirre, R. Lehman, and C. Powell. Analytical support was provided in part by the Geochemical Environmental Research Group (GERG) and Dr. A. Kronenberg. We thank two anonymous reviewers and editors for their constructive comments. This work was supported in part by NSF-MRI-R2 Grant No. 0959631, Division of Ocean Sciences.",Article,"Final",,Scopus,2-s2.0-80053411462
"Swanton J.R.","","Source Material on the History and Ethnology of the Caddo Indians, Bureau of American Ethnology Bulletin",1942,"Source Material on the History and Ethnology of the Caddo Indians",,,,"","",,50,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-1542604798
"Schneider M.P.W., Smittenberg R.H., Dittmar T., Schmidt M.W.I.","35331003700;6603194060;7003435312;8741841600;","Comparison of gas with liquid chromatography for the determination of benzenepolycarboxylic acids as molecular tracers of black carbon",2011,"Organic Geochemistry","42","3",,"275","282",,47,"10.1016/j.orggeochem.2011.01.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952623232&doi=10.1016%2fj.orggeochem.2011.01.003&partnerID=40&md5=07e27013e9a400552545aae8f7283507","Existing methods for black carbon (BC) quantification measure different parts of the BC continuum, which complicates the calculation of a global BC budget. Benzenepolycarboxylic acids (BPCA) are used as molecular markers to quantify and characterize BC in soils and sediments using gas chromatography for BPCA separation (GC-BPCA). Recently, this method was refined for BC analysis in seawater using high performance liquid chromatography (LC-BPCA), which omits the cleaning steps and derivatization necessary in GC analysis. As yet it is not clear whether the two analytical methods yield similar results. Here we apply both methods to a suite of laboratory produced charcoals derived from wood and grass. We found systematically lower total BPCA-C contents and larger analytical variability for all tested charcoals when using GC-BPCA compared to LC-BPCA, the latter giving 1.5 ± 0.3 times higher yields for the charcoal samples formed at 275-700 °C At lower and higher pyrolysis temperatures the differences between the two analytical methods were larger. The main reason for the differences between the two methods is the loss of BPCA during sample preparation for GC analysis. We propose a correction factor of 1.5 to account for at least part of these losses. No qualitative biases, i.e. towards more or less functionalized BPCAs, were observed between the two methods. The relative contribution of mellitic acid C to total BPCA-C, a measure for the degree of condensation of BC, was the same in the two analytical techniques. Qualitative differences between wood and grass charcoals as detected by both methods were small. © 2011 Elsevier Ltd.",,"Analytical method; Analytical techniques; Analytical variability; Black carbon; Correction factors; Degree of condensation; Derivatizations; Existing method; Functionalized; Higher yield; Mellitic acid; Molecular marker; Molecular tracer; Pyrolysis temperature; Qualitative differences; Relative contribution; Sample preparation; Soils and sediments; Anoxic sediments; Charcoal; High performance liquid chromatography; Liquids; Petroleum refining; Pyrolysis; Seawater; Gas chromatography; black carbon; carboxylic acid; charcoal; comparative study; condensation; gas chromatography; grass; liquid chromatography; pyrolysis; quantitative analysis; seawater; tracer; wood","UniversitÃ¤t ZÃ¼rich, UZH","We would like to thank the Associate Editor Klaas G.J. Nierop and three anonymous reviewers for their constructive comments on our manuscript. We thank the University of Zurich and the UZH Forschungskredit for funding.",Article,"Final",,Scopus,2-s2.0-79952623232
"Kaal J., Baldock J.A., Buurman P., Nierop K.G.J., Pontevedra-Pombal X., Martínez-Cortizas A.","16238702100;7003626351;7003743009;6701725401;8599077500;8721780000;","Evaluating pyrolysis-GC/MS and 13C CPMAS NMR in conjunction with a molecular mixing model of the Penido Vello peat deposit, NW Spain",2007,"Organic Geochemistry","38","7",,"1097","1111",,44,"10.1016/j.orggeochem.2007.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34347394914&doi=10.1016%2fj.orggeochem.2007.02.008&partnerID=40&md5=aa83b3210aabeb506c210f4620bccda8","We performed solid state 13C cross-polarization magic angle spinning (CPMAS) nuclear magnetic resonance (NMR) spectroscopy and pyrolysis-gas chromatography/mass spectrometry (Py-GC/MS) on the Penido Vello peat deposit located in Galicia, NW Spain. Often regarded as complementary techniques, solid state 13C NMR and Py-GC/MS are widely used for the characterisation of organic matter. Recently, a molecular mixing model (MMM) was proposed to predict the distribution of C in biochemical components (carbohydrate, protein, lignin, lipid, char) from the 13C NMR spectral distribution, thereby allowing a quantitative comparison with Py-GC/MS product abundances. We discuss the application of this model to a peat core, by comparing NMR-MMM results with Py-GC/MS data. The core represents ∼5000 yr accumulation and ranges from fibric (at the surface) to hemic (bottom). The amounts of carbohydrates and lipids predicted by the MMM and calculated from the quantified Py-GC/MS chromatograms are in close agreement. However, the well known low capability of the conventional Py-GC/MS method to provide structural information on proteins from bulk soils, the poor GC amenability of polar compounds and many other possible sources of inaccuracy in Py-GC/MS and NMR-MMM caused discrepancies with predictions made with the MMM. Also, the MMM failed to give good prediction of the C/N ratio of the peat material. Although the NMR-MMM approach does not account for molecular transitions during decomposition, this oversimplification proved to be acceptable. The MMM seems to be a useful tool for the interpretation of NMR spectral distributions in peat material. © 2007 Elsevier Ltd. All rights reserved.",,"GC amenability; Molecular mixing model; Molecular transitions; Polar compounds; Biological materials; Gas chromatography; Mass spectrometry; Nuclear magnetic resonance spectroscopy; Peat; Polarization; Solid state reactions; Pyrolysis; gas chromatography; mass spectrometry; nuclear magnetic resonance; organic carbon; peat; pyrolysis; Eurasia; Europe; Galicia; Lugo [Galicia]; Penido Vello; Southern Europe; Spain",,,Article,"Final",,Scopus,2-s2.0-34347394914
"Wilson C.A., Davidson D.A., Cresser M.S.","35609086400;7402300219;13606201700;","An evaluation of the site specificity of soil elemental signatures for identifying and interpreting former functional areas",2009,"Journal of Archaeological Science","36","10",,"2327","2334",,43,"10.1016/j.jas.2009.06.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68349085692&doi=10.1016%2fj.jas.2009.06.022&partnerID=40&md5=12b9d029212453fc6da4d4dd34d56a34","Soil multi-element analysis is now a routine technique employed to help answer questions about space use and function in and around archaeological sites. The pattern of enhancement of certain elements, including P, Pb, Ca, Zn, and Cu, has been shown by numerous studies to correlate closely with the archaeological and historical record. Interpretation of these soil signatures, however, has generally been more problematic. One approach to the problem has been the use of ethnographic or ""known"" sites to guide interpretation, but how confidently can results from one site be extrapolated to another? This study of abandoned farms tests the site specificity of soil multi-element signatures of past space use through the use of discriminant models. Data analysis suggests that one to one comparisons of similar sites are much less accurate (38% accuracy) than comparisons based on a wider range of sites (59.3% accuracy), even when the latter have contrasting geology. The results highlight the importance of individual anthropogenic practices during occupation and abandonment in the development of diagnostic soil geochemical signatures. © 2009 Elsevier Ltd. All rights reserved.","Discriminant analysis; Functional areas; Multi-element soil analysis; Post-medieval townships; Rural settlement","anthropogenic effect; archaeology; chemical analysis; chemical composition; discriminant analysis; geochemistry; historical record; Medieval; rural area; soil analysis; soil chemistry","Natural Environment Research Council, NERC: 00996","Thanks go to the Natural Environment Research Council (NERC), UK (NER\A\S\2001\00996) and Historic Scotland for funding this research. Thanks are also due to the staff of the NERC ICP facility at Royal Holloway, University of London. Glasgow University Archaeology Research Division (GUARD) and the National Trust for Scotland are thanked for their support in the field and Dr. Shona Webster is thanked for help with laboratory analyses at the University of Stirling.",Article,"Final",,Scopus,2-s2.0-68349085692
"Smernik R.J., Baldock J.A., Oades J.M.","6701718524;7003626351;7005962676;","Impact of remote protonation on 13C CPMAS NMR quantitation of charred and uncharred wood",2002,"Solid State Nuclear Magnetic Resonance","22","1",,"71","82",,43,"10.1006/snmr.2002.0065","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036667246&doi=10.1006%2fsnmr.2002.0065&partnerID=40&md5=7cc25b3b02f220595a2a9f9045b8faa9","The impact of inefficient cross polarization (long TCH values), caused by long 13C-1H internuclear distances, on 13C CPMAS NMR spectra of charred and uncharred woods is determined by simultaneously fitting data from complementary variable spin lock and variable contact time experiments. As expected, the impact is minimal for uncharred woods, but is very significant for the charred woods. Quantification of the decrease in CPMAS signal intensity caused by both inefficient cross polarization and rapid T1ρH relaxation is achieved using an advanced spin counting methodology, for which the term ""spin accounting"" is proposed. 13C CPMAS NMR observabilities determined using the spin accounting methodology were close to 100% for the uncharred samples, and 69-82% for the charred samples. This represents a large improvement on the 30-40% observabilities determined using other spin counting techniques. Furthermore, it is shown that remote protonation and rapid T1ρH relaxation are roughly equally responsible for the low signal intensity of standard (1 ms contact time) 13C CPMAS spectra of charcoal. © 2002 Elsevier Science (USA).","Char; Charcoal; Cross polarization; Delayed contact experiment; Soil organic matter; Spin accounting; Spin counting; T1ρH; TCH; Variable contact time experiment; Variable spin lock experiment","Charcoal; Chemical relaxation; Nuclear magnetic resonance spectroscopy; Polarization; Cross polarization; Wood; Charcoal; Nuclear Magnetic Resonance; Polarization; Wood; carbon; charcoal; diagnostic agent; proton; article; chemical structure; chemistry; comparative study; methodology; nuclear magnetic resonance spectroscopy; reproducibility; rotation; sensitivity and specificity; statistical model; wood; Carbon Isotopes; Charcoal; Magnetic Resonance Spectroscopy; Models, Statistical; Molecular Structure; Protons; Reproducibility of Results; Rotation; Sensitivity and Specificity; Wood","Australian Research Council, ARC","This work was funded by an Australian Research Council (ARC) grant.",Article,"Final",,Scopus,2-s2.0-0036667246
"Louchouarn P., Amon R.M.W., Duan S., Pondell C., Seward S.M., White N.","57203303374;7004551298;14059995100;35180472700;36788973000;35254601000;","Analysis of lignin-derived phenols in standard reference materials and ocean dissolved organic matter by gas chromatography/tandem mass spectrometry",2010,"Marine Chemistry","118","1-2",,"85","97",,41,"10.1016/j.marchem.2009.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71849100629&doi=10.1016%2fj.marchem.2009.11.003&partnerID=40&md5=e7cbc81c581368743175b723915e7e7f","A series of reference materials are proposed for intercomparison and quality control purposes during the quantification of lignin oxidation products (LOP) from diverse environmental matrices. These materials are all easily accessible and certified for diverse organic constituents (NIST and IHSS). They represent a suite of natural environmental matrices (from solids to aqueous) and are characterized by a wide range of organic carbon and lignin concentrations with abundant proportions of all major LOP. The variability of LOP concentrations and signatures for all these materials averages 3-5% and does not exceed 10%. Using these standards, a new quantification method was developed and validated for the determination of low-level CuO oxidation products using capillary gas chromatography-tandem mass spectrometry (GC/MS-MS). Tandem mass spectrometry provides both the high sensitivity and selectivity required for the identification and quantification of trace levels of dissolved lignin. The method is particularly useful for removing interference from co-eluting isotopes generated from the DOM matrix and during glucose amendment procedures of low-carbon samples. Such glucose amendment is not necessary, however, when the CuO to organic carbon weight-to-weight ratio can be kept at a value < 200-300. © 2009 Elsevier B.V. All rights reserved.","CuO oxidation; Dissolved organic matter; Lignin; Lignin standards; Tandem mass spectrometry","copper compound; dissolved organic matter; gas chromatography; glucose; lignin; mass spectrometry; oxidation; phenol; quality control; standard (reference)","National Science Foundation, NSF: ARC 0713991, ARC 0425582

Texas A and M University, TAMU","We gratefully acknowledge the assistance of Julie Hollis in the laboratory. We are also indebted to the technical team at Varian Inc. and thank in particular Mr. Jeff Curry, GCMS technician, and Mr. Kurt Thaxton, MS specialist, who provided hours of support for the initial testing of the tandem mass spectrometry method. We thank the captain, scientists, and crew of the Oden for their help during the Arctic sample collection, and Ron Benner for comments on an earlier version of the manuscript. We finally thank two anonymous reviewers whose comments greatly improved the manuscript. This work has been supported in part by research funds from Texas A&M University to P. Louchouarn and from NSF ( ARC 0425582 and ARC 0713991 ) to R.M.W. Amon.",Article,"Final",,Scopus,2-s2.0-71849100629
"Kaal J., Martínez-Cortizas A., Nierop K.G.J., Buurman P.","16238702100;8721780000;6701725401;7003743009;","A detailed pyrolysis-GC/MS analysis of a black carbon-rich acidic colluvial soil (Atlantic ranker) from NW Spain",2008,"Applied Geochemistry","23","8",,"2395","2405",,41,"10.1016/j.apgeochem.2008.02.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-48049098181&doi=10.1016%2fj.apgeochem.2008.02.026&partnerID=40&md5=9cbd9b0efe44f3dbd5d80c973e6ce8ba","Despite the potentially large contribution of black carbon (BC) to the recalcitrant soil organic matter pool, the molecular-level composition of aged BC has hardly been investigated. Pyrolysis-GC/MS, which provides structural information on complex mixtures of organic matter, was applied to the NaOH-extractable organic matter of an acidic colluvial soil (Atlantic ranker) sampled with high resolution (5 cm) that harbours a fire record of at least 8.5 ka. Additionally, 5 charcoal samples from selected soil layers were characterised using pyrolysis-GC/MS for comparison. Pyrolysis-GC/MS allowed distinguishing between BC and non-charred organic matter. It is argued that a large proportion of the polycyclic aromatic hydrocarbons (PAHs), benzenes and benzonitrile in the pyrolysates of the extractable organic matter, together accounting for 21-54% of total identified peak area, derived from BC. In charcoal samples, these compounds accounted for 60-98% of the pyrolysis products. The large quantity of BC in almost all samples suggested a key role of fire in Holocene soil evolution. The high C content of the soil (up to 136 g C kg-1 soil) may be attributed to the presence of recalcitrant organic C as BC, in addition to the sorptive preservation processes traditionally held responsible for long-term C storage in acid soils. Interactions between reactive Al hydroxides and BC could explain the longevity of BC in the soil. This work is the first thorough pyrolysis-GC/MS based study on ancient fire-affected organic matter. © 2008 Elsevier Ltd. All rights reserved.",,"Aromatic compounds; Aromatic hydrocarbons; Benzene; Biogeochemistry; Biological materials; Carbon; Carbon black; Charcoal; Chemical reactions; Hydrocarbons; Organic compounds; Polycyclic aromatic hydrocarbons; Pyrolysis; Soils; Thermogravimetric analysis; Applied (CO); Atlantic; Benzonitrile; Black carbon (BC); colluvial soils; Complex mixtures; Extractable organic matter; High resolutions; Holocene; Molecular levels; Organic matter (OM); Peak areas; Polycyclic aromatic hydrocarbons (PAHs); Pyrolysates; Pyrolysis GC/MS; Pyrolysis products; Soil evolution (SE); Soil layering; Soil organic matter (SOM); Structural informations; Organic carbon; acid soil; black carbon; colluvial deposit; comparative study; molecular analysis; pyrolysis; soil organic matter; sorption","Sixth Framework Programme, FP6: MEST-CT-2004–513915

PGIDT02CCP60601","JK is supported by a Marie-Curie EST Fellowship of the European Community’s Sixth Framework Programme under contract number MEST-CT-2004–513915. Project supported by the “Plan Nacional: Paleopaisaje y prehistoria del Futuro Parque de Arte Rupestre de Campo Lameiro, Pontevedra” (PGIDT02CCP60601). Eef Velthorst (Wageningen University) produced all pyrograms. Invaluable comments made by two anonymous reviewers and the associate editor improved this work.",Article,"Final",,Scopus,2-s2.0-48049098181
"Louchouarn P., Kuo L.-J., Wade T.L., Schantz M.","57203303374;44161198700;55576307800;7004550997;","Determination of levoglucosan and its isomers in size fractions of aerosol standard reference materials",2009,"Atmospheric Environment","43","35",,"5630","5636",,40,"10.1016/j.atmosenv.2009.07.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-71849086798&doi=10.1016%2fj.atmosenv.2009.07.040&partnerID=40&md5=48f47782272c0cb6122286fa7d1d188d","The present study tested the extraction efficiency and quantification reproducibility of anhydrosugars in a series of NIST SRMs using two extraction protocols and isotopically-labeled (d7-levoglucosan) vs. chemically analogous (sedoheptulosan) surrogates. In both instances, levoglucosan concentrations in the different versions of the Washington, D.C. urban dust standard (SRM 1649, 1649a, 1649b, and RM 8785) were similar. The present test also showed that levoglucosan concentrations were not affected by long-term shelf storage of dry material. Variability of analyses were similar for both surrogates and averaged &lt;5%. Surrogate recoveries were shown to average 103 ± 7% and 97 ± 7% for d7-levoglucosan and sedoheptulosan, respectively. The choice of solvent was shown to affect recoveries the most (but not variability). Levoglucosan concentrations were either seriously underestimated or overestimated with ethyl acetate extraction when d7-levoglucosan or sedoheptulosan was used as surrogate, respectively. These results point to the need to use some fraction of polar solvent (i.e. methanol) in the solvent mixture. Anhydrosugar concentrations in the urban dust from the Czech Republic (candidate SRMs 2786 and 2787) were characterized by 3- to 7-fold higher anhydrosugar concentrations than those observed in the Washington, D.C. urban dust. The internal anhydrosugar signatures (i.e. levoglucosan/mannosan ratio: L/M) confirm the predominance of biomass combustion sources in both SRM series with mixed inputs from hardwood and softwood combustion in the Washington, D.C. urban dust and a predominantly softwood source in the Prague urban dust. The uniform distribution of anhydrosugars, across the particle size distribution of both SRM series, confirms earlier studies that low temperature charred materials contribute significant inputs to atmospheric ultrafine particles with long atmospheric residence time and transport ranges. © 2009 Elsevier Ltd.","Aerosol standards; Anhydrosugars; Biomass combustion; Levoglucosan; Standard reference materials","Anhydrosugars; Biomass combustion; Levoglucosan; Standard reference material; Atmospheric aerosols; Atmospheric movements; Biomass; Combustion; Concentration (process); Dust; Esters; Isomers; Methanol; Organic solvents; Reluctance motors; Smoke; Softwoods; Solvents; Standards; Extraction; acetic acid ethyl ester; carbohydrate derivative; levoglucosan; methanol; sedoheptulosan; unclassified drug; aerosol; atmospheric chemistry; atmospheric transport; chemical composition; estimation method; extraction method; particle size; size distribution; standard (reference); aerosol; air analysis; air pollution; air quality standard; article; biomass; chemical analysis; combustion; concentration (parameters); controlled study; Czech Republic; dust; isotope labeling; low temperature; particle size; pollution transport; priority journal; reproducibility; solvent extraction; United States; Central Europe; Czech Republic; District of Columbia; Eurasia; Europe; North America; Prague; United States; Washington [District of Columbia]",,"We thank two anonymous reviewers whose comments greatly improved the manuscript. This work has been supported in part by research funds from the Department of Ecology – State of Washington to P. Louchouarn.",Article,"Final",,Scopus,2-s2.0-71849086798
"Hockaday W.C., Masiello C.A., Randerson J.T., Smernik R.J., Baldock J.A., Chadwick O.A., Harden J.W.","8880279300;6602744697;7005110573;6701718524;7003626351;57206172597;7006332531;","Measurement of soil carbon oxidation state and oxidative ratio by 13C nuclear magnetic resonance",2009,"Journal of Geophysical Research: Biogeosciences","114","2", G02014,"","",,35,"10.1029/2008JG000803","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349255867&doi=10.1029%2f2008JG000803&partnerID=40&md5=fee3c70716d6d92b1d41e9869df4f0d8","The oxidative ratio (OR) of the net ecosystem carbon balance is the ratio of net O2 and CO2 fluxes resulting from photosynthesis, respiration, decomposition, and other lateral and vertical carbon flows. The OR of the terrestrial biosphere must be well characterized to accurately estimate the terrestrial CO2 sink using atmospheric measurements of changing O2 and CO2 levels. To estimate the OR of the terrestrial biosphere, measurements are needed of changes in the OR of aboveground and belowground carbon pools associated with decadal timescale disturbances (e.g., land use change and fire). The OR of aboveground pools can be measured using conventional approaches including elemental analysis. However, measuring the OR of soil carbon pools is technically challenging, and few soil OR data are available. In this paper we test three solid-state nuclear magnetic resonance (NMR) techniques for measuring soil OR, all based on measurements of the closely related parameter, organic carbon oxidation state (Cox). Two of the three techniques make use of a molecular mixing model which converts NMR spectra into concentrations of a standard suite of biological molecules of known C ox. The third technique assigns Cox values to each peak in the NMR spectrum. We assess error associated with each technique using pure chemical compounds and plant biomass standards whose Cox and OR values can be directly measured by elemental analyses. The most accurate technique, direct polarization solid-state 13C NMR with the molecular mixing model, agrees with elemental analyses to ±0.036 Cox units (±0.009 OR units). Using this technique, we show a large natural variability in soil Cox and OR values. Soil Cox values have a mean of -0.26 and a range from -0.45 to 0.30, corresponding to OR values of 1.08 ± 0.06 and a range from 0.96 to 1.22. We also estimate the OR of the carbon flux from a boreal forest fire. Analysis of soils from nearby intact soil profiles imply that soil carbon losses associated with the fire had an OR of 1.091 (±0.003). Fire appears to be a major factor driving the soil C pool to higher oxidation states and lower OR values. Episodic fluxes caused by disturbances like fire may have substantially different ORs from ecosystem respiration fluxes and therefore should be better quantified to reduce uncertainties associated with our understanding of the global atmospheric carbon budget. Copyright 2009 by the American Geophysical Union.",,"carbon balance; carbon budget; decomposition; measurement method; mode water; net ecosystem exchange; nuclear magnetic resonance; oxidation; photosynthesis; respiration; soil carbon; uncertainty analysis",,,Article,"Final",,Scopus,2-s2.0-70349255867
"Kuo L.-J., Louchouarn P., Herbert B.E., Brandenberger J.M., Wade T.L., Crecelius E.","44161198700;57203303374;7007123830;6603064088;55576307800;7004075526;","Combustion-derived substances in deep basins of Puget Sound: Historical inputs from fossil fuel and biomass combustion",2011,"Environmental Pollution","159","4",,"983","990",,34,"10.1016/j.envpol.2010.12.012","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951508296&doi=10.1016%2fj.envpol.2010.12.012&partnerID=40&md5=424c126dba39fa04605ce5e47002135b","Reconstructions of 250 years historical inputs of two distinct types of black carbon (soot/graphitic black carbon (GBC) and char-BC) were conducted on sediment cores from two basins of the Puget Sound, WA. Signatures of polycyclic aromatic hydrocarbons (PAHs) were also used to support the historical reconstructions of BC to this system. Down-core maxima in GBC and combustion-derived PAHs occurred in the 1940s in the cores from the Puget Sound Main Basin, whereas in Hood Canal such peak was observed in the 1970s, showing basin-specific differences in inputs of combustion byproducts. This system showed relatively higher inputs from softwood combustion than the northeastern U.S. The historical variations in char-BC concentrations were consistent with shifts in climate indices, suggesting an influence of climate oscillations on wildfire events. Environmental loading of combustion byproducts thus appears as a complex function of urbanization, fuel usage, combustion technology, environmental policies, and climate conditions. © 2010 Elsevier Ltd. All rights reserved.","Black carbon; Char; Climate oscillations; Levoglucosan; Pacific Northwest","Black carbon; Char; Climate oscillations; Levoglucosan; Pacific Northwest; Anoxic sediments; Aromatic hydrocarbons; Byproducts; Earthquake effects; Environmental protection; Fossil fuels; Polycyclic aromatic hydrocarbons; Combustion; black carbon; fossil fuel; polycyclic aromatic hydrocarbon; biomass; black carbon; climate conditions; climate oscillation; combustion; environmental policy; fossil fuel; marine pollution; PAH; sediment core; article; biomass; climate change; combustion; environmental parameters; oscillation; seasonal variation; sediment; United States; urbanization; Air Pollutants; Carbon; Environmental Monitoring; Fossil Fuels; Geologic Sediments; Polycyclic Hydrocarbons, Aromatic; Seawater; Soot; Washington; Hood Canal; Pacific Northwest; Puget Sound; United States; Washington [United States]","National Oceanic and Atmospheric Administration, NOAA: NA05NOS4781203","This research was funded in part from National Oceanic and Atmospheric Administration Coastal Hypoxia Research Program (grant NA05NOS4781203 ). We also thank Danielle Aguirre, Lisa McDonald, José Sericano, and Gilvan Yogui for their technique supports. We acknowledge the reviews from two anonymous reviewers whose comments greatly helped improve the manuscript.",Article,"Final",,Scopus,2-s2.0-79951508296
