Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Yoneyama T., Okada H., Ando S.","7202091858;36574138200;7402861338;","Seasonal variations in natural 13C abundances in C3 and C4 plants collected in Thailand and the Philippines",2010,"Soil Science and Plant Nutrition","56","3",,"422","426",,8,"10.1111/j.1747-0765.2010.00477.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954768028&doi=10.1111%2fj.1747-0765.2010.00477.x&partnerID=40&md5=cea1e39aafd913ce9c69e5762c92703f","The natural 13C abundance (δ13C) of plant leaves collected from fields in Thailand and the Philippines (Asian Monsoon tropics) was analyzed, and changes in the δ13C values of C3 and C4 plants in wet and dry seasons were characterized. In Thailand, the δ13C values of C3 plants were -29.2 ± 1.04 (mean ± standard deviation) ‰ in July and August (wet season) and -28.6 ± 1.05‰ in February and March (dry season): these values are not significantly different, whereas the values of C4 plants were -12.7 ± 0.56‰ in the wet season and -14.5 ± 0.68‰ in the dry season (P &lt; 0.01, t-test). In the Philippines, where plants were collected only in October (late wet season), the δ13C values of C3 plants were -29.5 ± 1.28‰, whereas those of C4 plants were -12.6 ± 1.11‰. These results suggest that under an Asian Monsoon climate, C4 plants exhibit more negative δ13C values in the dry season than in the wet season, whereas C3 plants as a whole show no clear seasonal changes in δ13C values. © 2010 Japanese Society of Soil Science and Plant Nutrition.","C3 plants; C4 plants; Natural 13C abundance; Thailand; The Philippines",,,"We thank Ms E. V. Dacanay, Dr T. Ohkura, Mr J. T. Masculine, Dr T. Yasuda and Dr M. Araragi for their help with plant sampling in the Philippines. This research was financially supported by the Project of Global Climate Changes of Environment Agency, Japan. The leaves of Oryza sativa in Table 2 were provided by Dr M. Kondo (International Rice Research Institute, the Philippines). We thank Ms N. Thaweenut for providing the rainfall and temperature data for Thailand.",Article,"Final",,Scopus,2-s2.0-77954768028
"Hedman K.M.","16052451100;","Late Cahokian subsistence and health: Stable isotope and dental evidence",2006,"Southeastern Archaeology","25","2",,"258","274",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947425564&partnerID=40&md5=74d9d09c6f3595f1f5664494217a9f15","Human biological analysis of health and subsistence can provide important new insights on changing social and political patterns during the late Mississippian period in the American Bottom. Stable isotope analysis indicates dietary differences between two contemporaneous late Mississippian skeletal samples: Corbin Mounds and East St. Louis Stone Quarry (ESLSQ). While these two populations consumed comparable amounts of maize and protein, differences in the isotopic signature of the protein component of the diet suggests variation in the source of protein between these two sites. Sex differences in diet were identified within the ESLSQ sample, suggesting males in this sample consumed a C4-enriched protein source not regularly consumed by ESLSQ females. Dental pathologies are viewed in light of these regional- and sex-related differences in diet. Human biological studies support a view of Cahokia as comprised of diverse subpopulations whose differing lifestyles are reflected in their health and subsistence practices.",,"diet; Mississippian; pathology; skeletal remains; subsistence; tooth; Zea mays",,,Article,"Final",,Scopus,2-s2.0-33947425564
"Rogers J.D.","7404269287;","Chronology and the demise of chiefdoms: Eastern Oklahoma in the sixteenth and seventeenth centuries",2006,"Southeastern Archaeology","25","1",,"20","28",,8,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-33750592905&partnerID=40&md5=024580b55f9092f04e3b6cdbfc291921","With the decline of Mississippian chiefdoms in many parts of the Southeast by the sixteenth century, a variety of new social formations took shape. In eastern Oklahoma, exchange and other interactions with the East were replaced by a reorientation that emphasized connections with the southern Plains. The chronology that encompasses this transition includes the Spiro phase (A.D. 1250-1450) and the post-chiefdom Fort Coffee phase. Through analysis of 20 new AMS dates from three sites, the Fort Coffee phase can now be extended from the end of the Spiro phase to A.D. 1660 and to an expanding region of eastern Oklahoma. Some 70 years later LaHarpe's expeditions provide the first substantial written descriptions of what was already a dynamic and rapidly changing social environment.",,"chronology; cultural history; social history; North America; Oklahoma [United States]; United States",,,Article,"Final",,Scopus,2-s2.0-33750592905
"Adair M.J., Drass R.R.","","Patterns of plant use in the prehistoric central and southern plains",2011,"The Subsistence Economies of Indigenous North American Societies",,,,"307","352",,7,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84867275645
"Rose J.C., Hoffman M.P., Burnett B.A., Harmon A.M., Barnes J.E.","","Skeletal biology of the prehistoric caddo",1998,"The Native History of the Caddo: Their Place in Southeastern Archeology and Ethnohistory",,,,"113","126",,7,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-33748351312
"Wilson D.","","Gender, diet, health, and social status in the Mississippian Powers Phase Turner Cemetery population",1997,"Women in Prehistory: North America and Mesoamerica",,,,"119","135",,7,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-31344432863
"Schambach F.F.","","A probable spiroan entrepot in the red river valley in northeast texas",1995,"Caddoan Archeology Newsletter","6","1",,"9","25",,7,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-33748344843
"Perttula T.K.","6508386711;","The archaeology of the Caddo in Southwest Arkansas, Northwest Louisiana, Eastern Oklahoma, and East Texas: An introduction to the volume",2012,"The Archaeology of the Caddo",,,,"1","25",,6,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897500320&partnerID=40&md5=d05e5fc758d1f236fadbf6651a0e3420",[No abstract available],,,,,Editorial,"Final",,Scopus,2-s2.0-84897500320
"Fritz G.J.","","The role of ""tropical"" crops in early North American agriculture",2011,"The Subsistence Economies of Indigenous North American Societies: A Handbook",,,,"503","516",,6,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84876147581
"Perttula T.K.","6508386711;","A compendium of radiocarbon and oxidizable carbon ratio dates from archaeological sites in East Texas, with a discussion of the age and dating of select components and phases",1997,"Radiocarbon","39","3",,"305","341",,6,"10.1017/S0033822200053297","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0031296233&doi=10.1017%2fS0033822200053297&partnerID=40&md5=edcb2bad3cc04c971d3e3c362f3b97f2","This paper presents a compilation of the >520 radiocarbon and oxidizable carbon ratio dates obtained since the early 1950s from archaeological sites in East Texas. Many of the dates are from difficult-to-obtain sources, such as archaeological sites investigated during the course of cultural resource management projects. An analysis of the age ranges in the dates indicate that most pertain to prehistoric and protohistoric Caddoan Indian occupations, particularly the Early (AD 1000-1200) and Middle Caddoan (AD 1200-1400) periods when prehistoric Caddoan settlements were widely distributed throughout the region.",,"archaeological evidence; dating method; prehistoric; radiocarbon dating; Texas; United States",,,Article,"Final",Open Access,Scopus,2-s2.0-0031296233
"Burnett B.A.","","The Bioarcheological Synthesis of the Gulf Coastal Plain Study Area: Part I, the Bioarcheological Synthesis of the Eastern Portion of the Gulf Coastal Plain",1990,"The Archeology and Bioarcheology of the Gulf Coastal Plain","2",,,"385","418",,6,,,[No abstract available],,,,,,,,Scopus,2-s2.0-1542604774
"Daniel Rogers J.","43861219200;","Stable isotope analysis and diet in eastern Oklahoma",2011,"Southeastern Archaeology","30","1",,"96","107",,5,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959946117&partnerID=40&md5=befc5769bc29215b2d4e0f651f62324e","Over the last three decades, significant quantitative information on prehistoric diets has come to light from a variety of locations in the Caddoan archaeological area, a region encompassing eastern Oklahoma, western Arkansas, northeast Texas, and northwest Louisiana. Most of this research is based on macro-botanical and faunal remains analysis. As an additional line of evidence for the growing body of botanical and faunal data, stable carbon and nitrogen isotopes in bone collagen were analyzed from 82 human and faunal samples from the Arkansas basin and Ozark Highlands in eastern Oklahoma. The research investigates the role of maize in diets through time and across sex and status dimensions. Spanning six phases, within the time range 300 B.C. to A.D. 1650, mean δ13C values increase from -19.2 to -12.7 parts per million (%o). Although present prior to A.D. 1000 substantial increases in the use of maize do not begin until the Harlan phase (A.D. 1050-1250). Even with increased use, maize never dominates the diet to the extent seen in Mississippian period sites farther east.",,"archaeological evidence; diet; fauna; isotopic analysis; stable isotope; Arkansas; Louisiana; Oklahoma [United States]; Texas; United States; Zea mays",,,Article,"Final",,Scopus,2-s2.0-79959946117
"Jackson H.K., Scott S.L., Schambach F.F.","24528315000;55415718000;14422859900;","At the house of the priest: Faunal remains from the Crenshaw site (3MI6), Southwest Arkansas",2012,"The Archaeology of the Caddo",,,,"47","85",,4,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897493732&partnerID=40&md5=c8e8de56baf887a2f28243d4cd4ab3ee",[No abstract available],,,,,Book Chapter,"Final",,Scopus,2-s2.0-84897493732
"Perttula T.K., Sherman D.L.","",[No title available],2009,"Data Recovery Investigations at the Ear Spool Site (41TT653), Titus County, Texas.",,,,"","",,4,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84857557006
"Jackson A.T., Goldstein M.S., Krieger A.D.","",[No title available],2000,"The 1931 Excavations at the Sanders Site Lamar County, Texas: Notes on the Fieldwork, Human Osteology, and Ceramics",,,,"","",,4,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-70449899387
"Wilson D.","56096150300;","Bioarchaeological evidence of subsistence strategies among the east Texas Caddo",2012,"The Archaeology of the Caddo",,,,"86","116",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897539698&partnerID=40&md5=5f37646e27ac6084a0bc297c74416469",[No abstract available],,,,,Book Chapter,"Final",,Scopus,2-s2.0-84897539698
"Fields R.C., Gadus E.F.","",[No title available],2012,"Archeology of the Nadaco Caddo: The View from the Pine Tree Mound Site (41HS15), Harrison County, Texas",,,,"","",,3,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84865834842
"Derrick S.M., Colby G.R., Steele D.G.","","Analysis of human remains from the arnold roitsch site (41RR16)",2008,"Collected Papers from Past Texas Archeological Society Field Schools",,,,"413","432",,3,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897476800
"Perttula T.K., Nelson B.","",[No title available],2004,"Woodland and Caddo Archeology at the Broadway or Kanduts'ah Kuhnihdahahdisa' Site (41SM273) on the City of Tyler-Lake Palestine WTP Project, Smith County, Texas",,,,"","",,3,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84865834846
"Perttula T.K., Nelson B.","",[No title available],2003,"The Nawi haia ina Site (41RK170): Archeological Investigations in the City of Henderson's Southside Wastewater Treatment Plant, Rusk County, Texas",,,,"","",,3,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84865838421
"Schambach F.F.","","The significance of the sanders site in the culture history of the Mississippi period Southeast and the Southern plains",2000,"The 1931 Excavations at the Sanders Site, Lamar County, Texas: Notes on the Fieldwork, Human Osteology, and Ceramics","2",,,"1","7",,3,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897565734
"Perttula T.K., Ellis L.W.","",[No title available],2012,"The Hickory Hill Site (41CP408): Archeological Investigations at a Middle Caddo Site in the Little Cypress Creek Basin in East Texas",,,,"","",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84865838422
"Trubitt M.B.","","A fresh look at the hedges site",2012,"Field Notes (Newsletter of the Arkansas Archeological Survey)","367",,,"8","12",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897483591
"Schambach F.F., Zabecki M., Akridge D.G., Samuelsen J., Rose J.C., Jeane D.R., Farley B.","",[No title available],2011,"Determining the Cultural Affiliation of Detached Crania and Mandibles at the Crenshaw Site, Miller County, Arkansas",,,,"","",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897563104
"Perttula T.K.","",[No title available],2011,"Archaeological and An Haeogeophysical Investigations at An Early Caddo Mound Center in the Sabine River Basin of East Texas",,,,"","",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897504382
"Wilson D.","","Human remains",2008,"Lake Naconiche Archeology, Nacogdoches County, Texas: Results of the Data Recovery Excavations at Five Prehistoric Archeology Sites","2",,,"557","579",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897515596
"Turner R.L., Smith III J.E., Perttula T.K., Nelson B., Walters M., Gonzalez B.","","The Harold Williams Site (41CP10) and the Texas Archeological Society Field School of 1967",2002,"Bulletin of the Texas Archeological Society","73",,,"1","68",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897477878
"Burnett B.A.","","The bioarchaeological synthesis of the eastern portion of the gulf coastal plain",1999,"Bioarcheology of the South Central United States",,,,"102","132",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897541461
"Gill-King H.","","Human skeletal remains: Pathological and dietary/nutritional aspects",1999,"The Hurricane Hill Site (4IHPI06): The Archaeology of a Late Archaic!Early Ceramic and Early-Middle Caddoan Settlement in Northeast Texas",,,,"329","343",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897475298
"Tine A., Tieszen L.L.","","Bioarchaeology",1997,"Two Caddoan Farmsteads in the Red River Valley",,,,"121","137",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897520721
"Derrick S.","","A study in frustration: Analysis of human remains removed from the coker mound site (41cs1)",1997,"Journal of Northeast Texas Archaeology","9",,,"21","29",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897484237
"Wilson D., Cargill D.","","Stable isotope analysis from the sanders site (41LR2)",1993,"Caddoan Archeology Newsletter","4","3",,"3","",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897568818
"Wolfman D.","","Cedar grove chronometrics",1984,"Cedar Grove: An Interdisciplinary Investigation of a Late Caddo Farmstead in the Red River Valley",,,,"257","262",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897556751
"Akridge D.G.","",[No title available],2013,"Stable Isotope Characteristics of the Skull and Mandible Remains from the Crenshaw Site",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897557523
"Perttula T.K., Walters M., Nelson B.","",[No title available],2012,"Archeological Investigations at the Pace McDonald Site (4IAN5I): A Middle Caddo Mound Center in the Neches River Basin in East Texas",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897558502
"Wilson D., Perttula T.K., Walters M.","","Stable isotope analysis from a burial at the pipe site (41AN67) in Anderson county",2012,"Journal of Northeast Texas Archaeology","38",,,"79","85",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897483536
"Perttula T.K., Kelley D.B., Ricklis R.A.","",[No title available],2012,"Archeological Investigations at the Lang Pasture Site (4IAN38) in the Upper Neches River Basin of East Texas",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897478776
"Sherman D.L., Ellis L.W., Heiligensten C., Laurence S., Rogers R., Shipp J., Wallace C.","",[No title available],2011,"National Register of Historic Places Eligibility Testing on Three Prehistoric Sites (41CP2H, 41CPK8, 41CP414) within the Leesburg Mine, Camp County, Texas",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897555434
[No author name available],[No author id available],[No title available],2011,"Automated Management of Archeological Site Data in Arkansas",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897516267
"Wilson D.","","Analysis of human remains from the iuing pasture site",2011,"Archeological Investigations at the Lang Pasture Site (4IAN38) in the Upper Neches River Basin of East Texas",,,,"381","402",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897506779
"Walters M.","","Life on jackson creek, smith county, texas: Archeological investigations of a 14th century caddo domicile at the leaning rock site (4ism325)",2008,"Caddo Archeology Journal","17",,,"1","114",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897552782
"Weiguo L., Xiahong F., Qingle N.Youfeng.Z., Yunning C., Zhiseng A.","","δ13C variation of C<inf>3</inf> and C<inf>4</inf> plants across an Asian monsoon rainfall gradient in arid northwestern China",2005,"Global Change Biology","11",,,"1","7",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84861221689
"Rogers R., Cliff M.B., Perttula T.K., Rutenberg G., Victor S., Dering P., Malainey M.","","Excavations at the alex justiss site, 4ITTI3, titus comty texas",2003,"Archeological Studies Program Report No. 36. Environmental Affairs Division",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897523211
"Rose F.R.","",[No title available],2003,"A Fresh Perspective: Isotopic Evidence for Prehistoric Human Subsistence in the Upper Mississippi River Valley of West-Central Illinois",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897508349
"Perttula T.K., Nelson B.","",[No title available],2003,"Archeological Investigations at the Lindsey Park Site (41SM300), Smith County, Texas",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897504733
"Doehlert D.C., Lambert R.J.","","Metabolic characteristics associated with starch, protein and oil deposition in developing maize kernels",1991,"Crop Science","29",,,"853","861",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897477043
"Wagner G.E.","","The implications of the adoption of northern flint corn",1988,"The Society for American Archaeology 53rd Annual Meeting",,,,"","",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897499619
"Rose J.C., Marks M.K., Tiezen L.L.","","Bioarchaeology of the little cypress bayou site",1985,"Archaeological Investigations of the Little Cypress Bayou Site (3CT50), Crittenden County, Arkansas","2",,,"41","53",,1,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84897553674
