Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Funding Text 1,Document Type,Publication Stage,Access Type,Source,EID
"Sholts S.B., Stanford D.J., Flores L.M., Wärmländer S.K.T.S.","36160611700;7007023049;36652593800;6506757327;","Flake scar patterns of Clovis points analyzed with a new digital morphometrics approach: Evidence for direct transmission of technological knowledge across early North America",2012,"Journal of Archaeological Science","39","9",,"3018","3026",,43,"10.1016/j.jas.2012.04.049","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862121378&doi=10.1016%2fj.jas.2012.04.049&partnerID=40&md5=77f1e9409fc52f4f820ea6912f9a1728","Clovis points are the principal diagnostic artifacts of a Clovis complex that spread across North America between ca. 11,050-10,800 radiocarbon years before present. Clovis may be the best documented Paleoamerican culture in North America, but much remains to be learned about the movement and interactions of Clovis peoples. Similarities among Clovis points from geographically diverse locations have led some researchers to suggest that a uniform projectile point technology existed across North America during Clovis times. Others have rejected this idea, proposing local and independent technological adaptations to different regional environments. To investigate these ideas, we used digital morphometrics to analyze 50 Clovis points from nine different contexts. First, 3D surface models of the points were created with a portable laser scanner. Next, these models were digitally cross-sectioned through both faces, yielding two-dimensional isoheight contours of flake scar patterns that reflect the original reduction techniques used to shape the projectile points. In the final step, the contours were transformed with elliptic Fourier analysis into Fourier coefficient series, and patterns of variation and symmetry were explored with principal components analysis. When compared to modern Clovis point replicas made by an expert knapper, the flake scar contours of the ancient Clovis points showed little morphological variation and a large degree of bifacial symmetry. Our results support the existence of a widespread standardized ""Clovis"" knapping technique, most likely transmitted through direct interaction between knappers from different groups. © 2012 Elsevier Ltd.","3D scanning; Contour analysis; Lithic technology; Morphology; Paleoindians; Pleistocene","archaeological evidence; artifact; digital image; morphometry; Pleistocene; principal component analysis; three-dimensional modeling; tool use; North America",,,Article,"Final",,Scopus,2-s2.0-84862121378
"Rezek Z., Lin S., Iovita R., Dibble H.L.","26647716500;55579447400;6506567945;6508048550;","The relative effects of core surface morphology on flake shape and other attributes",2011,"Journal of Archaeological Science","38","6",,"1346","1359",,43,"10.1016/j.jas.2011.01.014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954632125&doi=10.1016%2fj.jas.2011.01.014&partnerID=40&md5=f3178036cac1c84eb22732fe425fb4a1","It is long been thought that many flake attributes, including both size and shape, are largely due to the morphology of a core's flaking surface, yet this has never been tested under strictly controlled conditions. Using molded glass cores with surface morphologies that highly resemble prehistoric ones, this experiment demonstrates that while core surface morphology does exhibit some influence on flake size and shape, a high degree of variation in flakes produced with the same core surface morphology shows that the effects of other independent variables, such as exterior platform angle and platform depth, have an even stronger effect. A major implication of these results is that current approaches to reconstruct prehistoric knapping strategies are overlooking significant sources of variation. © 2011 Elsevier Ltd.","Controlled experiments; Experimental archeology; Flintknapping; Lithic analysis; Lithic technology","core analysis; experimental study; flint; geomorphological response; prehistoric; reconstruction","National Science Foundation, NSF: 0649673","We thank Henry Halem (Halem Studios) for producing the glass cores and Alex Radin (Laboratory for Research on the Structure of Matter, University of Pennsylvania) for his continued help in constructing the equipment necessary to conduct this experiment. Thanks also to Shannon McPherron, David Braun, and two anonymous reviewers for their helpful comments. This research is supported by NSF (Award ID: 0649673).",Article,"Final",,Scopus,2-s2.0-79954632125
"Adams D.C., Collyer M.L.","7404054540;57074630100;","Permutation tests for phylogenetic comparative analyses of high-dimensional shape data: What you shuffle matters",2015,"Evolution","69","3",,"823","829",,42,"10.1111/evo.12596","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84924855024&doi=10.1111%2fevo.12596&partnerID=40&md5=014cbb876519c1c514ea6715c0d70c5f","Evaluating statistical trends in high-dimensional phenotypes poses challenges for comparative biologists, because the high-dimensionality of the trait data relative to the number of species can prohibit parametric tests from being computed. Recently, two comparative methods were proposed to circumvent this difficulty. One obtains phylogenetic independent contrasts for all variables, and statistically evaluates the linear model by permuting the phylogenetically independent contrasts (PICs) of the response data. The other uses a distance-based approach to obtain coefficients for generalized least squares models (D-PGLS), and subsequently permutes the original data to evaluate the model effects. Here, we show that permuting PICs is not equivalent to permuting the data prior to the analyses as in D-PGLS. We further explain why PICs are not the correct exchangeable units under the null hypothesis, and demonstrate that this misspecification of permutable units leads to inflated type I error rates of statistical tests. We then show that simply shuffling the original data and recalculating the independent contrasts with each iteration yields significance levels that correspond to those found using D-PGLS. Thus, while summary statistics from methods based on PICs and PGLS are the same, permuting PICs can lead to strikingly different inferential outcomes with respect to statistical and biological inferences. © 2015 The Author(s).","Geometric morphometrics; Phylogenetic comparative method; Phylogenetic generalized least squares; Phylogenetic independent contrasts","comparative study; morphometry; phenotype; phylogenetics; statistical analysis; anatomy and histology; animal; biological model; body size; comparative study; genetics; head; phylogeny; regression analysis; statistical model; Urodela; Animals; Body Size; Head; Least-Squares Analysis; Linear Models; Models, Genetic; Phylogeny; Urodela",,,Article,"Final",,Scopus,2-s2.0-84924855024
"Ioviţǎ R.","6506567945;","Comparing stone tool resharpening trajectories with the aid of elliptical fourier analysis",2010,"New Perspectives on Old Stones: Analytical Approaches to Paleolithic Technologies",,,,"235","253",,42,"10.1007/978-1-4419-6861-6_10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892114029&doi=10.1007%2f978-1-4419-6861-6_10&partnerID=40&md5=683684cb9fabbc4ebba43fb77b1d778d","Resharpening has long played a confusing role in the history of research on lithic variability. In this chapter, I argue that, far from confounding issues of variability, resharpening can be used as a classificatory principle because it reflects human technical choices related to repeated uses of a tool. The advantage that resharpening offers is that of a mathematically suitable study object, through the investigation of shape change along the continuum of size reduction. Building upon a rich history of research in both biology and prehistoric archaeology, I present a variant of a new method for comparing resharpening trajectories, using elliptical Fourier analysis (EFA) and principal components analysis to compare the slopes of allometric regressions. The theoretical presentation is followed by a worked example using bifacial tools from two European Middle Paleolithic sites: Pech de l'Azé I (France) and Buhlen III (Germany). © 2010 Springer-Verlag New York.",,,,,Book Chapter,"Final",,Scopus,2-s2.0-84892114029
"Corti M.","56232198800;","Geometric morphometrics: An extension of the revolution",1993,"Trends in Ecology and Evolution","8","8",,"302","303",,41,"10.1016/0169-5347(93)90261-M","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0000196102&doi=10.1016%2f0169-5347%2893%2990261-M&partnerID=40&md5=278cc722d341b7eecba6b0e9172fb77a",[No abstract available],,,,,Letter,"Final",,Scopus,2-s2.0-0000196102
"Charlin J., González-José R.","26658892500;6602423911;","Size and shape variation in late Holocene projectile points of southern Patagonia: A geometric morphometry study",2012,"American Antiquity","77","2",,"221","242",,40,"10.7183/0002-7316.77.2.221","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84876075665&doi=10.7183%2f0002-7316.77.2.221&partnerID=40&md5=12d9db6526ee2c87027f06aedebec5ea","Since the beginning of systematic archaeological studies in southern Patagonia (Argentina and Chile), projectile points have played an important role as cultural markers. A sequence of projectile point types was established according to their changes in size and shape. These stone tools, along with others cultural evidences, sensed to differentiate a series of ""cultural periods,"" which were, for decades, the frame of reference to understand the cultural evolution in southernmost Patagonia. Although later researches have questioned several of these assumptions, the classical typology of projectile points continued in use until the present day. The goal of this work is to evaluate size and shape variation in two late Holocene projectile point types, known as Fell. Bird, or Magallanes IV and V points or Patagónicas and Ona points, respectively. These two types are compared using geometric morphometries and multivariate statistical analyses. The reliability in the discrimination between types is tested at the light of reduction. The analyses have shown a major incidence of reduction on shape rather than on size, and on blade rather than on stem. However, in average, types IV and V can be distinguished in terms of size, and stem shape despite reduction. Thus, even though successive cycles of use, damage and resharpening have a great influence over size and shape of projectile points, resharpening techniques are specific enough to maintain the differences of size and shape between types, a pattern that is probably related with functional requirements. Copyright © 2012 by the Society for American Archaeology.",,,,,Article,"Final",,Scopus,2-s2.0-84876075665
"Arnold III P.J.","","Dimensional standardization and production scale in mesoamerican ceramics",1991,"Latin American Antiquity","2","4",,"363","370",,40,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0141476935
"Shott M.","","The reduction thesis and its discontents: overview of the volume",2005,"BAR International Series","1408",,,"109","125",,39,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-61749101731
"Ioviţǎ R.","6506567945;","Ontogenetic scaling and lithic systematics: method and application",2009,"Journal of Archaeological Science","36","7",,"1447","1457",,36,"10.1016/j.jas.2009.02.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67349226101&doi=10.1016%2fj.jas.2009.02.008&partnerID=40&md5=6c71dd0f76ba60e711158b120f463962","Stone tools tend to be classified according to a mix of functional, morphological, and technological attributes. This practice results in confusions when large-scale assemblage comparisons are made with the aim of investigating phylogenetic relationships, as functional and cultural information is aggregated. It is argued here that functional criteria must be assessed separately, and that resharpening, as a uniform, repeated, conscious behavioral process of tool maintenance that indexes use and function, can provide a solution to this problem. The subject of this article is a quantitative method for extracting and comparing resharpening trajectories. The method is an adaptation of ontogenetic scaling methods from biology, and is based on obtaining a mathematical representation of shape and size, and finding a relationship between the two. Elliptical Fourier analysis is applied to stone tool contours in order to extract shape information, and then a series of regressions of shape on size provide trajectory vectors. The angles between these are then calculated and subjected to a variety of multivariate statistical tests. A case study involving several European Middle Paleolithic bifacial and unifacial tool assemblages is presented. The results show that resharpening and maintenance can be independent of morphology and technology, suggesting that there are strong grounds for focusing on functional systematics separately. © 2009 Elsevier Ltd. All rights reserved.","Classification; Elliptical Fourier analysis; Lithics; Ontogenetic scaling; Resharpening; Trajectories","classification; Fourier transform; functional morphology; lithic fragment; multivariate analysis; ontogeny; phylogenetics; trajectory; vector autoregression","National Science Foundation, NSF: 0624962","Funding for carrying out the present research was provided by the National Science Foundation (U.S.A.), grant BCS#0624962, the Kolb Foundation, and the University of Pennsylvania School of Arts and Sciences and Department of Anthropology. I wish to thank the following people for their guidance and support during the research and writing of this article: Tim Weaver (University of California, Davis, U.S.A.), Harold L. Dibble, Deborah Olszewski, and Philip Chase Theodore Schurr (University of Pennsylvania, U.S.A.), and Shannon McPherron (Max Planck Institute for Evolutionary Anthropology, Leipzig, Germany), as well as three anonymous reviewers. I would also like to thank the following people, who made changes to various pieces of software or helped out with writing code: Robert K. Edgar (Cartesian Diatom), F. James Rohlf (tpsDig2), Shannon McPherron, Sanmay Das, and Jeffrey Enos. The data were collected with the permission and hospitality of Victor Chabai, Andrey Veselsky, Alexandr Yevtushenko (National Academy of Sciences of the Ukraine, Crimean Branch), Larysa Kulakovska (National Museum, Kiev, Ukraine), and Jürgen Richter (University of Cologne, Germany) for the Crimean collections; of Christoph Züchner and Leif Steguweit (University of Erlangen, Germany), and Irina Görner (Hessisches Landesmuseum Kassel, Germany) for the German collections; of Alain Turq, Jean-Jacques Cleyet-Merle (Musée National de Préhistoire, Les-Eyzies-de-Tayac, France) for the Pech I and Le Moustier collections, of Jean Airvaux (Service Régional de l'Archéologie du Poitou-Charente, Poitiers, France) for the Jonzac collections, and finally, of Alain Turq, Harold Dibble, Shannon McPherron, and Dennis Sandgathe (Simon Fraser University, Canada), who allowed the study of the unpublished collection of Roc de Marsal, layer 4.",Article,"Final",,Scopus,2-s2.0-67349226101
"Cardillo M.","57212772096;","Some applications of geometric morphometrics to archaeology",2010,"Lecture Notes in Earth Sciences","124",,,"325","341",,35,"10.1007/978-3-540-95853-6_15","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85030431181&doi=10.1007%2f978-3-540-95853-6_15&partnerID=40&md5=c5d26cf0bbc8697ed97be18fd59879f1","This work explores some aspects of the application of geometric morphometric techniques in archeology, with a focus on lithic artifacts. We show that Elliptic Fourier Analysis and landmark/semi-landmark based methods can easily generate quantitative useful information relative to outline variation in lithic artifacts. This information can be used latter as raw data into univariate, multivariate analysis to explore mayor trends of morphological variation as well as relations between metric and morphological variation. © Springer-Verlag Berlin Heidelberg 2010.",,,"Consejo Nacional de Investigaciones Científicas y Técnicas","Acknowledgments I specially want to thank Judith Charlin, Carola Castiñeira and Federico Scartascini, they allowed me to use information of our previous and current investigations. I also want to thank Luis Alberto Borrero and Roberto Pappalardo who provided valuable comments that improved this paper. This research was made with support of CONICET (Concejo Nacional de Investigaciones Científicas y Técnicas)",Book Chapter,"Final",,Scopus,2-s2.0-85030431181
"Gero J., Mazzullo J.","21233708700;6701408345;","Analysis of artifact shape using fourier series in closed form",1984,"Journal of Field Archaeology","11","3",,"315","322",,32,"10.1179/009346984791535467","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84974919616&doi=10.1179%2f009346984791535467&partnerID=40&md5=59238d51c0fb05546ab04e579ff79c6d","Standardized, quantified characterization of artifact shape is still problematic insofar as both intuitive shape typologies and multivariate analyses of shape attributes are limited to narrowly defined classes of artifacts exhibiting homologous morphological landmarks. The Fourier series in closed form is introduced as a mathematical description of irregular, two-dimensional shape, where the relative contributions of 20 standard components of shape, or harmonics are given in a series equation which can also regenerate the shape of the artifact as precisely as required. This method permits crossclass inspection of the variance of shapes of artifacts, and lends itself to classifications of shape or to intraclass analyses of variance. The level of descriptive precision may be set by the investigator in accordance with research interests. Applications of the method to archaeological samples, and different analyses of the data generated by the method, are discussed. © 1984 Maney Publishing.",,,,,Article,"Final",,Scopus,2-s2.0-84974919616
"Moore C.B.","","Some aboriginal sites on red river",1912,"Journal of the Academy of Natural Sciences of Philadelphia","14","4",,"481","644",,26,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-1542599226
"Lycett S.J.","","Quantifying transitions: morphometric approaches to Palaeolithic variability and technological change",2009,"Sourcebook of Palaeolithic Transitions: Methods, Theories, and Interpretations",,,,"79","92",,24,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-77649190779
"Smith H.L., Smallwood A.M., Dewitt T.J.","55805377100;36085157600;7005129580;","Defining the normative range of Clovis fluted point shape using geographic models of geometric morphometric variation",2014,"Clovis: On the Edge of a New Understanding",,,,"161","180",,19,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84937131457&partnerID=40&md5=322fd2cf6c1036691a740ae2dcea7d4a",[No abstract available],,,,,Book Chapter,"Final",,Scopus,2-s2.0-84937131457
"Gingerich J.A.M., Sholts S.B., Wärmländer S.K.T.S., Stanford D.","35725315600;36160611700;6506757327;7007023049;","Fluted point manufacture in eastern North America: An assessment of form and technology using traditional metrics and 3D digital morphometrics",2014,"World Archaeology","46","1",,"101","122",,18,"10.1080/00438243.2014.892437","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84899479215&doi=10.1080%2f00438243.2014.892437&partnerID=40&md5=a8e0c2286c2b38d4ebf4331f5fdd8f0e","Differences in Paleoindian projectile point morphology have previously been used to define technologies, infer colonization patterns, propose chronological and regional boundaries. In this study, we evaluate the effectiveness of traditional linear measurements and ratios, flake scar angles, and 3D model-based flake contours for the statistical differentiation of projectile point type(s) and reduction technique. Sixty-three fluted bifaces from eastern North America and fourteen replicate Clovis points are analyzed. Discriminant analysis shows that 3D model-based Fourier descriptors of flake scar contours are less successful than traditional metrics in correctly differentiating styles, but more successful in identifying individual knappers. Changes in the symmetry of front and back flake scars between Clovis and later fluted point styles indicate a possible shift in reduction techniques. These findings demonstrate the usefulness of both traditional and modern morphometric variables to quantify biface morphology, and address questions about social interaction and technological change in Pleistocene North America. © 2014 © 2014 Taylor & Francis.","3D scanning; digital morphometrics; flake scar patterns; flint knapping; Lithic technology; Paleoindians","archaeology; colonization; discriminant analysis; flint; lithic fragment; morphometry; Pleistocene; technological change; three-dimensional modeling; North America","Smithsonian Institution, SI","A portion of this study was supported by the Smithsonian Institution’s Small Grants Program.",Article,"Final",,Scopus,2-s2.0-84899479215
"Newell H.P., Krieger A.D.","",[No title available],1949,"The George C. Davis Site, Cherokee County, Texas",,,,"","",,18,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-0040630879
"Byrne F., Proffitt T., Arroyo A., de la Torre I.","56816623100;55356895900;55356918200;6602367706;","A comparative analysis of bipolar and freehand experimental knapping products from Olduvai Gorge, Tanzania",2016,"Quaternary International","424",,,"58","68",,17,"10.1016/j.quaint.2015.08.018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84940772782&doi=10.1016%2fj.quaint.2015.08.018&partnerID=40&md5=2ca78dfe709e5313b27f7486f6ba0bde","This study aims to investigate the quantitative and qualitative differences between freehand and bipolar experimental knapping products of quartzite from Olduvai Gorge, Tanzania. A series of blind analyses are undertaken in order to better understand the effect that Olduvai quartzite may have on both inter-analyst variation and analyst accuracy in the identification of bipolar knapping products. This is followed by a comprehensive analysis of the morphology of experimental freehand and bipolar flakes and cores incorporating both traditional linear measurements as well as 2D geometric morphometric analysis; additionally, the validity of qualitative bipolar attributes are assessed in the differentiation between knapping techniques. The results of this study highlight the analytical difficulties and the high levels of analyst subjectivity in identifying bipolar knapping in Olduvai quartzite assemblages. Additionally, it is noted that the majority of morphometric measures of bipolar and freehand knapped products do not differ significantly and should not be used in isolation for recognition of these knapping techniques. Instead, conservative analysis of qualitative bipolar traits on cores may offer better results in the identification of knapping technique. © 2015 Elsevier Ltd and INQUA","Bipolar knapping; Blind analysis; Freehand flaking; Olduvai Gorge; Quartzite","comparative study; experimental study; morphometry; quartzite; Arusha [Tanzania]; Olduvai Gorge; Tanzania","National Science Foundation, NSF: BCS-0852292

Tanzania Commission for Science and Technology, COSTECH

Leverhulme Trust: IN-052

British Academy: IP090186

283366","The authors would like to thank all analysts who took part in this study. Funding from a UCL-Impact studentship, the British Academy (IP090186), the Leverhulme Trust (IN-052), NSF (BCS-0852292) and the European Research Council-Starting Grants (ORACEAF project: 283366) are acknowledged. Research at Olduvai Gorge by the Olduvai Geochronology Archaeology Project (OGAP) is authorised by COSTECH, the Tanzanian Department of Antiquities, and the Ngorongoro Conservation Area Authority. Thanks are also given to A. Key, R.J. Downes and N. Moloney for helpful comments, and to two anonymous reviewers whose comments undoubtedly improved the content of the paper.",Article,"Final",,Scopus,2-s2.0-84940772782
"Webb C.H., McKinney R.R.","","Mounds plantation (16cd12), caddo parish, louisiana",1975,"Louisiana Archaeology","2",,,"39","127",,15,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-4344562459
"Turner E.S., Hester T.R., McReynolds R.L.","",[No title available],2011,"Stone Artifacts of Texas Indians",,,,"","",,13,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84866344727
"Smith H.L.","","A behavioral analysis of Clovis point morphology using geometric morphometrics. Masters Thesis, Texas A&M University",2010,"A Behavioral Analysis of Clovis Point Morphology Using Geometric Morphometrics",,,,"","",,10,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-84867917322
"Shafer H.J.","",[No title available],1973,"Lithic Technology at the George C. Davis Site, Cherokee County, Texas",,,,"","",,10,,,[No abstract available],,,,,,,,Scopus,2-s2.0-0345835984
"Smith H.L., DeWitt T.J.","55805377100;7005129580;","The northern fluted point complex: technological and morphological evidence of adaptation and risk in the late Pleistocene-early Holocene Arctic",2017,"Archaeological and Anthropological Sciences","9","8",,"1799","1823",,7,"10.1007/s12520-016-0335-y","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85036589885&doi=10.1007%2fs12520-016-0335-y&partnerID=40&md5=0f6f4e4a4e3ba5c7db493bff6bd7b86e","Analyses of fluted point technology and Paleoindian technological risk have contributed to our understanding of human adaptation across North America in the late Pleistocene and early Holocene. However, poor chronological control has dissuaded similar studies of fluted points found in Alaska and northern Yukon and our understanding of their adaptive role in early arctic adaptations remains unclear. Two new archeological sites have provided reliable radiocarbon data and for the first time, a comprehensive analysis of northern fluted points is possible. Here, technological and morphological analyses of northern fluted points are presented, including variables statistically evaluated and compared to a collection of fluted Folsom artifacts serving as a reference. Variation in tool shape was measured using geometric morphometrics, and a new approach to landmark placement designed to characterize basal morphology and allow the analysis to include tool fragments is presented. Results confirm that northern fluted points represent a cohesive technological strategy and are used to formulate hypotheses suggesting its service as a risk-management system promoting ease-of-replacement-after-failure to offset transport costs and reduce risk during long-distance travel. © 2016, Springer-Verlag Berlin Heidelberg.","Arctic archeology; Fluted projectile points; Geometric morphometrics; Late Paleoindian; Technological risk",,"National Science Foundation, NSF: 204085

Texas A and M University, TAMU","Acknowledgments This research was funded by a National Science Foundation Dissertation Improvement Grant (Goebel and Smith, grant number 204085, Arctic Social Sciences program) and a Texas A&M University Liberal Arts Dissertation Fellowship. Access to archeological collections was graciously provided by Jeff Rasic, Sam Coffman, Scott Shirar, and Jim Whitney at the Museum of the North, University of Alaska, Fairbanks; Mike Kunz and Bill Hedman at the Bureau of Land Management, Fairbanks, Alaska; Bob Gal, Jeanne Schaaf, and Jane Lakeman at the National Park Service, Anchorage, Alaska; Dennis Stanford, Pegi Jodry, and Joe Gingerich at the Smithsonian National Museum of Natural History, Washington D.C.; Marcel Kornfeld, Todd Surovell, George Frison, and Nicole Waguespack at the Frison Institute of Archeology and Anthropology and University of Wyoming Anthropology, Laramie, Wyoming; Stacey Girling-Christy and Terrence Clark at the Canadian Museum of History (Civilization), Gatineau, Quebec; and Ted Goebel, Michael Waters, Kelly Graf, and Christel Cooper at the Center for the Study of the First Americans, Texas A&M University Anthropology, College Station, Texas. Sincere thanks to Bob Gal, Jeanette Koelsch, Fred Tocktoo, and Mike Holt at the National Park Service, Alaska, for their assistance in facilitating excavations at Serpentine Hot Springs, as well as Jeff Rasic, Michael Kunz, Bob Gal, Eugene Gryba, Richard Reanier, Bill Hedman, Dennis Stanford, Michael Bever, Danny Welch, John Blong, Angela Younie, and Chris Klingenberg for advice and discussion on researching fluted point technology. We are most appreciative of Ted Goebel, Kelly Graf, Michael Waters, and David Carlson for providing extensive comments on earlier drafts of the manuscript. We are very grateful to Michael O’Brien and an anonymous reviewer for their suggestions, which immeasurably improved the manuscript.",Article,"Final",,Scopus,2-s2.0-85036589885
"Fox A.N.","57203649175;","A study of Late Woodland projectile point typology in New York using elliptical Fourier outline analysis",2015,"Journal of Archaeological Science: Reports","4",,,"501","509",,7,"10.1016/j.jasrep.2015.10.022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84944727062&doi=10.1016%2fj.jasrep.2015.10.022&partnerID=40&md5=a713422a6e23352402c7f02712d1a363","A sample of Late Woodland triangle points from the Mohawk Valley, New York, is studied using 2D elliptical Fourier analysis (EFA) in order to assess the applicability of formal tool typologies for the region. Lithic analysts have questioned two types of triangle, Levanna and Madison, as valid analytic units as they are quantifiably indeterminate when measured using caliper methods such as length and width. The geometric morphometric analysis here takes outline data from a previously studied collection of projectile points and uses elliptical Fourier harmonics analysis combined with principal components and discriminant functions tests to objectively define and separate the two types of projectile point. The result is a bimodal distribution of types that conforms to the traditional typological classification system for the region, in contrast to recent scholarship that conflates the two types into one. This study describes a high-resolution technique that offsets the inherent drawbacks of subjective, coarse-grained measurement approaches to projectile point characterization and comments on the study of typology as a whole. © 2015.","Geometric morphometrics; Late Woodland Period; Measurement theory; Northeastern North America; Triangle points; Typology",,,,Article,"Final",,Scopus,2-s2.0-84944727062
"Wilczek J., Monna F., Gabillot M., Navarro N., Rusch L., Chateau C.","56272838100;7003488151;36902120100;8335515700;56717376600;23484256000;","Unsupervised model-based clustering for typological classification of Middle Bronze Age flanged axes",2015,"Journal of Archaeological Science: Reports","3",,,"381","391",,5,"10.1016/j.jasrep.2015.06.030","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84936875682&doi=10.1016%2fj.jasrep.2015.06.030&partnerID=40&md5=dbba488eb4e551543b940698847f5807","The classification of Western European flanged axes dating to the Middle Bronze Age (1650-1350 BC) is very complex. Many types of axe have been identified, some of which have numerous variant forms. In the current French terminology, all axes are divided into two generic groups: namely ""Atlantic"" (Atlantique) and ""Eastern"" (Orientale). Each of these generic groups, however, is highly polymorphic, so that it is often very difficult for the operator to classify individual axes with absolute confidence and certainty. In order to overcome such problems, a new shape classification is proposed, using morphometric analysis (Elliptic Fourier Analysis) followed by unsupervised model-based clustering and discriminant analysis, both based on Gaussian mixture modelling. Together, these methods produce a clearer pattern, which is independently validated by the spatial distribution of the findings, and multinomial scan statistics. This approach is fast, reproducible, and operator-independent, allowing artefacts of unknown membership to be classified rapidly. The method is designed to be amendable by the introduction of new artefacts, in the light of future discoveries. This method can be adapted to suit many other archaeological artefacts, providing information about the material, social and cultural relations of ancient populations. © 2015.","Archaeology; Bronze age; Closed contour; Elliptic fourier analysis; Flanged axes; Gaussian mixture modelling; Morphometrics; Self-organizing maps; Typology",,,,Article,"Final",,Scopus,2-s2.0-84936875682
"Selden R.Z., Jr.","55352809700;","Ceramic morphological organisation in the Southern Caddo Area: The Clarence H. Webb collections",2019,"Journal of Cultural Heritage","35",,,"41","55",,2,"10.1016/j.culher.2018.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85050128636&doi=10.1016%2fj.culher.2018.07.002&partnerID=40&md5=9355a2fde894247f1b03031f8b5e271d","Analyses of ceramic vessel shape are neither new or novel; however, the relatively recent adoption of geometric morphometric (GM) methods by archaeologists provides a preview of the contribution of GM to the systematic and rigorous study of morphology as applied to material culture. This study is focused upon an analysis of Caddo bottle shapes for Belcher Engraved, Hickory Fine Engraved, Keno Trailed, Smithport Plain, and Taylor Engraved vessels from the Allen Plantation, Belcher Mound, Gahagan Mound, and Smithport Landing sites in the Clarence H. Webb collections from northwest Louisiana. Results indicate some significant relationships between bottle shape and size (allometry), bottle shape and type, and bottle shape and site. A test of morphological integration indicates that the bottles are significantly integrated, meaning that those discrete traits used to characterise their shape (rim, neck, body, and base) vary in a coordinated manner, highlighting significant integration between suites of attributes. The Smithport Plain and Hickory (Fine) Engraved bottles found at the Belcher Mound, Smithport Landing, and Gahagan Mound sites also provide evidence for two discrete (north–south) base and body shapes. © 2018 Elsevier Masson SAS","3D; American Southeast; Geometric morphometrics; Morphological disparity; Morphological integration; Virtual archaeology",,,"I extend my gratitude to the Caddo Nation of Oklahoma, the Williamson Museum at Northwestern State University (Hiram F. [Pete] Gregory and Jeffrey R. Girard), the Louisiana State Exhibit Museum (Nita Cole), and the LSU Museum of Natural Science (Rebbecca A. Saunders and Beverly S. Nuschler) for the requisite permissions and access needed to generate the 3D scans of the Caddo bottles from the Webb collection. Thanks also to Dean C. Adams, Emma Sherratt, Stephen J. Lycett, Michael J. Shott, Timothy K. Perttula, and Kersten Bergstrom for their constructive criticisms, comments, and suggestions throughout the development of this research design, and to the anonymous reviewers whose comments further improved the manuscript. Development of this analytical work flow and the production of 3D scans from the Clarence H. Webb collection was funded by a grant to RZS ( P14AP00138 ) from the National Center for Preservation Technology and Training .",Article,"Final",Open Access,Scopus,2-s2.0-85050128636
"Selden R.Z., Jr","","A preliminary study of Smithport plain bottle morphology in the Southern Caddo Area",2018,"Bull. Tex. Archeol. Soc.","89",,,"63","89",,2,,,[No abstract available],,,,,,"Final",,Scopus,2-s2.0-85053908164
